timestep_time;edge_id;lane_id;vehicle_id;vehicle_pos;vehicle_speed
79.00;in;in_0;veh2;640.11;13.00
79.00;in;in_0;veh1;683.12;10.00
80.00;in;in_0;veh4;87.10;12.00
80.00;in;in_0;veh3;211.10;8.00
80.00;in;in_0;veh2;653.11;13.00
80.00;in;in_0;veh1;693.12;10.00
81.00;in;in_0;veh4;99.10;12.00
81.00;in;in_0;veh3;219.10;8.00
81.00;in;in_0;veh2;666.11;13.00
81.00;in;in_0;veh1;703.12;10.00
82.00;in;in_0;veh5;3.10;12.00
82.00;in;in_0;veh4;111.10;12.00
82.00;in;in_0;veh3;227.10;8.00
82.00;in;in_0;veh2;679.11;13.00
82.00;in;in_0;veh1;713.12;10.00
83.00;in;in_0;veh5;15.10;12.00
83.00;in;in_0;veh4;123.10;12.00
83.00;in;in_0;veh3;235.10;8.00
83.00;in;in_0;veh2;692.04;12.93
83.00;in;in_0;veh1;723.12;10.00
84.00;in;in_0;veh5;27.10;12.00
84.00;in;in_0;veh4;135.10;12.00
84.00;in;in_0;veh3;243.10;8.00
84.00;in;in_0;veh2;704.55;12.51
84.00;in;in_0;veh1;733.12;10.00
85.00;in;in_0;veh5;39.10;12.00
85.00;in;in_0;veh4;147.10;12.00
85.00;in;in_0;veh3;251.10;8.00
85.00;in;in_0;veh2;716.70;12.15
85.00;in;in_0;veh1;743.12;10.00
86.00;in;in_0;veh5;51.10;12.00
86.00;in;in_0;veh4;159.10;12.00
86.00;in;in_0;veh3;259.10;8.00
86.00;in;in_0;veh2;728.52;11.82
86.00;in;in_0;veh1;753.12;10.00
87.00;in;in_0;veh5;63.10;12.00
87.00;in;in_0;veh4;171.10;12.00
87.00;in;in_0;veh3;267.10;8.00
87.00;in;in_0;veh2;740.04;11.52
87.00;in;in_0;veh1;763.12;10.00
88.00;in;in_0;veh5;75.10;12.00
88.00;in;in_0;veh4;183.10;12.00
88.00;in;in_0;veh3;275.10;8.00
88.00;in;in_0;veh2;751.30;11.26
88.00;in;in_0;veh1;773.12;10.00
89.00;in;in_0;veh5;87.10;12.00
89.00;in;in_0;veh4;195.10;12.00
89.00;in;in_0;veh3;283.10;8.00
89.00;in;in_0;veh2;762.36;11.05
89.00;in;in_0;veh1;783.12;10.00
90.00;in;in_0;veh5;99.10;12.00
90.00;in;in_0;veh4;207.10;12.00
90.00;in;in_0;veh3;291.11;8.00
90.00;in;in_0;veh2;773.24;10.88
90.00;in;in_0;veh1;793.12;10.00
91.00;in;in_0;veh5;111.10;12.00
91.00;in;in_0;veh4;219.10;12.00
91.00;in;in_0;veh3;299.11;8.00
91.00;in;in_0;veh2;783.97;10.73
91.00;in;in_0;veh1;803.12;10.00
92.00;in;in_0;veh5;123.10;12.00
92.00;in;in_0;veh4;231.10;12.00
92.00;in;in_0;veh3;307.11;8.00
92.00;in;in_0;veh2;794.58;10.61
92.00;in;in_0;veh1;813.12;10.00
93.00;in;in_0;veh6;3.10;8.00
93.00;in;in_0;veh5;135.10;12.00
93.00;in;in_0;veh4;243.10;12.00
93.00;in;in_0;veh3;315.11;8.00
93.00;in;in_0;veh2;805.09;10.51
93.00;in;in_0;veh1;823.12;10.00
94.00;in;in_0;veh6;11.10;8.00
94.00;in;in_0;veh5;147.10;12.00
94.00;in;in_0;veh4;255.10;12.00
94.00;in;in_0;veh3;323.11;8.00
94.00;in;in_0;veh2;815.51;10.42
94.00;in;in_0;veh1;833.13;10.00
95.00;in;in_0;veh6;19.10;8.00
95.00;in;in_0;veh5;159.10;12.00
95.00;in;in_0;veh4;267.10;12.00
95.00;in;in_0;veh3;331.11;8.00
95.00;in;in_0;veh2;825.86;10.35
95.00;in;in_0;veh1;843.13;10.00
96.00;in;in_0;veh6;27.10;8.00
96.00;in;in_0;veh5;171.10;12.00
96.00;in;in_0;veh4;279.10;12.00
96.00;in;in_0;veh3;339.11;8.00
96.00;in;in_0;veh2;836.16;10.29
96.00;in;in_0;veh1;853.13;10.00
97.00;in;in_0;veh6;35.10;8.00
97.00;in;in_0;veh5;183.10;12.00
97.00;in;in_0;veh4;291.10;12.00
97.00;in;in_0;veh3;347.11;8.00
97.00;in;in_0;veh2;846.40;10.25
97.00;in;in_0;veh1;863.13;10.00
98.00;in;in_0;veh6;43.10;8.00
98.00;in;in_0;veh5;195.10;12.00
98.00;in;in_0;veh4;303.10;12.00
98.00;in;in_0;veh3;355.11;8.00
98.00;in;in_0;veh2;856.61;10.20
98.00;in;in_0;veh1;873.13;10.00
99.00;in;in_0;veh6;51.10;8.00
99.00;in;in_0;veh5;207.10;12.00
99.00;in;in_0;veh4;315.10;12.00
99.00;in;in_0;veh3;363.11;8.00
99.00;in;in_0;veh2;866.78;10.17
99.00;in;in_0;veh1;883.13;10.00
100.00;in;in_0;veh6;59.10;8.00
100.00;in;in_0;veh5;219.10;12.00
100.00;in;in_0;veh4;327.10;12.00
100.00;in;in_0;veh3;371.11;8.00
100.00;in;in_0;veh2;876.92;10.14
100.00;in;in_0;veh1;893.13;10.00
101.00;in;in_0;veh6;67.10;8.00
101.00;in;in_0;veh5;231.10;12.00
101.00;in;in_0;veh4;339.10;12.00
101.00;in;in_0;veh3;379.11;8.00
101.00;in;in_0;veh2;887.04;10.12
101.00;in;in_0;veh1;903.13;10.00
102.00;in;in_0;veh6;75.10;8.00
102.00;in;in_0;veh5;243.10;12.00
102.00;in;in_0;veh4;351.10;12.00
102.00;in;in_0;veh3;387.11;8.00
102.00;in;in_0;veh2;897.14;10.10
102.00;in;in_0;veh1;913.13;10.00
103.00;in;in_0;veh6;83.10;8.00
103.00;in;in_0;veh5;255.10;12.00
103.00;in;in_0;veh4;363.10;12.00
103.00;in;in_0;veh3;395.11;8.00
103.00;in;in_0;veh2;907.22;10.08
103.00;in;in_0;veh1;923.13;10.00
104.00;in;in_0;veh6;91.10;8.00
104.00;in;in_0;veh5;267.10;12.00
104.00;in;in_0;veh4;374.52;11.42
104.00;in;in_0;veh3;403.11;8.00
104.00;in;in_0;veh2;917.29;10.07
104.00;in;in_0;veh1;933.13;10.00
105.00;in;in_0;veh6;99.10;8.00
105.00;in;in_0;veh5;279.10;12.00
105.00;in;in_0;veh4;385.37;10.85
105.00;in;in_0;veh3;411.11;8.00
105.00;in;in_0;veh2;927.35;10.06
105.00;in;in_0;veh1;943.13;10.00
106.00;in;in_0;veh6;107.10;8.00
106.00;in;in_0;veh5;291.10;12.00
106.00;in;in_0;veh4;395.74;10.37
106.00;in;in_0;veh3;419.11;8.00
106.00;in;in_0;veh2;937.39;10.05
106.00;in;in_0;veh1;953.13;10.00
107.00;in;in_0;veh6;115.10;8.00
107.00;in;in_0;veh5;303.10;12.00
107.00;in;in_0;veh4;405.72;9.97
107.00;in;in_0;veh3;427.11;8.00
107.00;in;in_0;veh2;947.43;10.04
107.00;in;in_0;veh1;963.13;10.00
108.00;in;in_0;veh6;123.10;8.00
108.00;in;in_0;veh5;315.10;12.00
108.00;in;in_0;veh4;415.30;9.58
108.00;in;in_0;veh3;435.11;8.00
108.00;in;in_0;veh2;957.47;10.03
108.00;in;in_0;veh1;973.13;10.00
109.00;in;in_0;veh6;131.10;8.00
109.00;in;in_0;veh5;327.10;12.00
109.00;in;in_0;veh4;424.56;9.26
109.00;in;in_0;veh3;443.11;8.00
109.00;in;in_0;veh2;967.50;10.03
109.00;in;in_0;veh1;983.14;10.00
110.00;in;in_0;veh6;139.10;8.00
110.00;in;in_0;veh5;339.10;12.00
110.00;in;in_0;veh4;433.57;9.01
110.00;in;in_0;veh3;451.11;8.00
110.00;in;in_0;veh2;977.52;10.02
110.00;in;in_0;veh1;993.14;10.00
111.00;in;in_0;veh6;147.10;8.00
111.00;in;in_0;veh5;351.10;12.00
111.00;in;in_0;veh4;442.38;8.81
111.00;in;in_0;veh3;459.11;8.00
111.00;in;in_0;veh2;987.54;10.02
112.00;in;in_0;veh6;155.10;8.00
112.00;in;in_0;veh5;363.10;12.00
112.00;in;in_0;veh4;451.03;8.65
112.00;in;in_0;veh3;467.11;8.00
112.00;in;in_0;veh2;997.56;10.02
113.00;in;in_0;veh7;3.10;13.00
113.00;in;in_0;veh6;163.10;8.00
113.00;in;in_0;veh5;375.10;12.00
113.00;in;in_0;veh4;459.54;8.52
113.00;in;in_0;veh3;475.11;8.00
114.00;in;in_0;veh7;16.10;13.00
114.00;in;in_0;veh6;171.10;8.00
114.00;in;in_0;veh5;387.10;12.00
114.00;in;in_0;veh4;467.96;8.41
114.00;in;in_0;veh3;483.11;8.00
115.00;in;in_0;veh7;29.10;13.00
115.00;in;in_0;veh6;179.10;8.00
115.00;in;in_0;veh5;399.10;12.00
115.00;in;in_0;veh4;476.29;8.33
115.00;in;in_0;veh3;491.11;8.00
116.00;in;in_0;veh7;42.10;13.00
116.00;in;in_0;veh6;187.10;8.00
116.00;in;in_0;veh5;411.10;12.00
116.00;in;in_0;veh4;484.55;8.27
116.00;in;in_0;veh3;499.12;8.00
117.00;in;in_0;veh7;55.10;13.00
117.00;in;in_0;veh6;195.10;8.00
117.00;in;in_0;veh5;423.10;12.00
117.00;in;in_0;veh4;492.77;8.21
117.00;in;in_0;veh3;507.12;8.00
118.00;in;in_0;veh7;68.10;13.00
118.00;in;in_0;veh6;203.10;8.00
118.00;in;in_0;veh5;435.10;12.00
118.00;in;in_0;veh4;500.94;8.17
118.00;in;in_0;veh3;515.12;8.00
119.00;in;in_0;veh7;81.10;13.00
119.00;in;in_0;veh6;211.10;8.00
119.00;in;in_0;veh5;447.11;12.00
119.00;in;in_0;veh4;509.07;8.14
119.00;in;in_0;veh3;523.12;8.00
120.00;in;in_0;veh8;3.10;10.00
120.00;in;in_0;veh7;94.10;13.00
120.00;in;in_0;veh6;219.10;8.00
120.00;in;in_0;veh5;459.11;12.00
120.00;in;in_0;veh4;517.18;8.11
120.00;in;in_0;veh3;531.12;8.00
121.00;in;in_0;veh8;13.10;10.00
121.00;in;in_0;veh7;107.10;13.00
121.00;in;in_0;veh6;227.10;8.00
121.00;in;in_0;veh5;471.11;12.00
121.00;in;in_0;veh4;525.27;8.09
121.00;in;in_0;veh3;539.12;8.00
122.00;in;in_0;veh8;23.10;10.00
122.00;in;in_0;veh7;120.10;13.00
122.00;in;in_0;veh6;235.10;8.00
122.00;in;in_0;veh5;483.11;12.00
122.00;in;in_0;veh4;533.34;8.07
122.00;in;in_0;veh3;547.12;8.00
123.00;in;in_0;veh8;33.10;10.00
123.00;in;in_0;veh7;133.10;13.00
123.00;in;in_0;veh6;243.10;8.00
123.00;in;in_0;veh5;495.11;12.00
123.00;in;in_0;veh4;541.39;8.06
123.00;in;in_0;veh3;555.12;8.00
124.00;in;in_0;veh8;43.10;10.00
124.00;in;in_0;veh7;146.10;13.00
124.00;in;in_0;veh6;251.10;8.00
124.00;in;in_0;veh5;507.11;12.00
124.00;in;in_0;veh4;549.44;8.04
124.00;in;in_0;veh3;563.12;8.00
125.00;in;in_0;veh8;53.10;10.00
125.00;in;in_0;veh7;159.10;13.00
125.00;in;in_0;veh6;259.10;8.00
125.00;in;in_0;veh5;519.11;12.00
125.00;in;in_0;veh4;557.48;8.04
125.00;in;in_0;veh3;571.12;8.00
126.00;in;in_0;veh8;63.10;10.00
126.00;in;in_0;veh7;172.10;13.00
126.00;in;in_0;veh6;267.10;8.00
126.00;in;in_0;veh5;531.11;12.00
126.00;in;in_0;veh4;565.50;8.03
126.00;in;in_0;veh3;579.12;8.00
127.00;in;in_0;veh8;73.10;10.00
127.00;in;in_0;veh7;185.10;13.00
127.00;in;in_0;veh6;275.10;8.00
127.00;in;in_0;veh5;542.94;11.84
127.00;in;in_0;veh4;573.53;8.02
127.00;in;in_0;veh3;587.12;8.00
128.00;in;in_0;veh8;83.10;10.00
128.00;in;in_0;veh7;198.10;13.00
128.00;in;in_0;veh6;283.10;8.00
128.00;in;in_0;veh5;554.14;11.20
128.00;in;in_0;veh4;581.55;8.02
128.00;in;in_0;veh3;595.12;8.00
129.00;in;in_0;veh9;3.10;13.00
129.00;in;in_0;veh8;93.10;10.00
129.00;in;in_0;veh7;211.10;13.00
129.00;in;in_0;veh6;291.10;8.00
129.00;in;in_0;veh5;564.80;10.66
129.00;in;in_0;veh4;589.56;8.02
129.00;in;in_0;veh3;603.12;8.00
130.00;in;in_0;veh9;16.10;13.00
130.00;in;in_0;veh8;103.10;10.00
130.00;in;in_0;veh7;224.10;13.00
130.00;in;in_0;veh6;299.11;8.00
130.00;in;in_0;veh5;575.02;10.22
130.00;in;in_0;veh4;597.57;8.01
130.00;in;in_0;veh3;611.12;8.00
131.00;in;in_0;veh9;29.10;13.00
131.00;in;in_0;veh8;113.10;10.00
131.00;in;in_0;veh7;237.10;13.00
131.00;in;in_0;veh6;307.11;8.00
131.00;in;in_0;veh5;584.84;9.82
131.00;in;in_0;veh4;605.58;8.01
131.00;in;in_0;veh3;619.12;8.00
132.00;in;in_0;veh9;42.10;13.00
132.00;in;in_0;veh8;123.10;10.00
132.00;in;in_0;veh7;250.10;13.00
132.00;in;in_0;veh6;315.11;8.00
132.00;in;in_0;veh5;594.30;9.46
132.00;in;in_0;veh4;613.59;8.01
132.00;in;in_0;veh3;627.12;8.00
133.00;in;in_0;veh9;55.10;13.00
133.00;in;in_0;veh8;133.10;10.00
133.00;in;in_0;veh7;263.10;13.00
133.00;in;in_0;veh6;323.11;8.00
133.00;in;in_0;veh5;603.46;9.16
133.00;in;in_0;veh4;621.60;8.01
133.00;in;in_0;veh3;635.12;8.00
134.00;in;in_0;veh9;68.10;13.00
134.00;in;in_0;veh8;143.10;10.00
134.00;in;in_0;veh7;276.10;13.00
134.00;in;in_0;veh6;331.11;8.00
134.00;in;in_0;veh5;612.40;8.93
134.00;in;in_0;veh4;629.60;8.01
134.00;in;in_0;veh3;643.12;8.00
135.00;in;in_0;veh9;81.10;13.00
135.00;in;in_0;veh8;153.10;10.00
135.00;in;in_0;veh7;289.10;13.00
135.00;in;in_0;veh6;339.11;8.00
135.00;in;in_0;veh5;621.14;8.75
135.00;in;in_0;veh4;637.61;8.00
135.00;in;in_0;veh3;651.13;8.00
136.00;in;in_0;veh9;94.10;13.00
136.00;in;in_0;veh8;163.10;10.00
136.00;in;in_0;veh7;302.10;13.00
136.00;in;in_0;veh6;347.11;8.00
136.00;in;in_0;veh5;629.74;8.60
136.00;in;in_0;veh4;645.61;8.00
136.00;in;in_0;veh3;659.13;8.00
137.00;in;in_0;veh9;107.10;13.00
137.00;in;in_0;veh8;173.10;10.00
137.00;in;in_0;veh7;315.10;13.00
137.00;in;in_0;veh6;355.11;8.00
137.00;in;in_0;veh5;638.22;8.48
137.00;in;in_0;veh4;653.62;8.00
137.00;in;in_0;veh3;667.13;8.00
138.00;in;in_0;veh9;120.10;13.00
138.00;in;in_0;veh8;183.10;10.00
138.00;in;in_0;veh7;327.75;12.64
138.00;in;in_0;veh6;363.11;8.00
138.00;in;in_0;veh5;646.60;8.38
138.00;in;in_0;veh4;661.62;8.00
138.00;in;in_0;veh3;675.13;8.00
139.00;in;in_0;veh9;133.10;13.00
139.00;in;in_0;veh8;193.10;10.00
139.00;in;in_0;veh7;339.72;11.98
139.00;in;in_0;veh6;371.11;8.00
139.00;in;in_0;veh5;654.90;8.31
139.00;in;in_0;veh4;669.62;8.00
139.00;in;in_0;veh3;683.13;8.00
140.00;in;in_0;veh9;146.10;13.00
140.00;in;in_0;veh8;203.10;10.00
140.00;in;in_0;veh7;351.04;11.31
140.00;in;in_0;veh6;379.11;8.00
140.00;in;in_0;veh5;663.15;8.24
140.00;in;in_0;veh4;677.62;8.00
140.00;in;in_0;veh3;691.13;8.00
141.00;in;in_0;veh9;159.10;13.00
141.00;in;in_0;veh8;213.10;10.00
141.00;in;in_0;veh7;361.80;10.76
141.00;in;in_0;veh6;387.11;8.00
141.00;in;in_0;veh5;671.34;8.20
141.00;in;in_0;veh4;685.62;8.00
141.00;in;in_0;veh3;699.13;8.00
142.00;in;in_0;veh9;172.10;13.00
142.00;in;in_0;veh8;223.10;10.00
142.00;in;in_0;veh7;372.10;10.30
142.00;in;in_0;veh6;395.11;8.00
142.00;in;in_0;veh5;679.50;8.16
142.00;in;in_0;veh4;693.62;8.00
142.00;in;in_0;veh3;707.13;8.00
143.00;in;in_0;veh9;185.10;13.00
143.00;in;in_0;veh8;233.10;10.00
143.00;in;in_0;veh7;382.00;9.90
143.00;in;in_0;veh6;403.11;8.00
143.00;in;in_0;veh5;687.63;8.13
143.00;in;in_0;veh4;701.63;8.00
143.00;in;in_0;veh3;715.13;8.00
144.00;in;in_0;veh9;198.10;13.00
144.00;in;in_0;veh8;243.10;10.00
144.00;in;in_0;veh7;391.52;9.52
144.00;in;in_0;veh6;411.11;8.00
144.00;in;in_0;veh5;695.73;8.10
144.00;in;in_0;veh4;709.63;8.00
144.00;in;in_0;veh3;723.13;8.00
145.00;in;in_0;veh9;211.10;13.00
145.00;in;in_0;veh8;253.10;10.00
145.00;in;in_0;veh7;400.74;9.22
145.00;in;in_0;veh6;419.11;8.00
145.00;in;in_0;veh5;703.81;8.08
145.00;in;in_0;veh4;717.63;8.00
145.00;in;in_0;veh3;731.13;8.00
146.00;in;in_0;veh9;224.10;13.00
146.00;in;in_0;veh8;263.10;10.00
146.00;in;in_0;veh7;409.72;8.97
146.00;in;in_0;veh6;427.11;8.00
146.00;in;in_0;veh5;711.87;8.06
146.00;in;in_0;veh4;725.63;8.00
146.00;in;in_0;veh3;739.13;8.00
147.00;in;in_0;veh9;237.10;13.00
147.00;in;in_0;veh8;273.10;10.00
147.00;in;in_0;veh7;418.49;8.78
147.00;in;in_0;veh6;435.11;8.00
147.00;in;in_0;veh5;719.93;8.05
147.00;in;in_0;veh4;733.63;8.00
147.00;in;in_0;veh3;747.13;8.00
148.00;in;in_0;veh9;250.10;13.00
148.00;in;in_0;veh8;283.10;10.00
148.00;in;in_0;veh7;427.12;8.62
148.00;in;in_0;veh6;443.11;8.00
148.00;in;in_0;veh5;727.97;8.04
148.00;in;in_0;veh4;741.63;8.00
148.00;in;in_0;veh3;755.13;8.00
149.00;in;in_0;veh9;262.89;12.79
149.00;in;in_0;veh8;293.10;10.00
149.00;in;in_0;veh7;435.62;8.50
149.00;in;in_0;veh6;451.11;8.00
149.00;in;in_0;veh5;736.00;8.03
149.00;in;in_0;veh4;749.63;8.00
149.00;in;in_0;veh3;763.13;8.00
150.00;in;in_0;veh9;275.28;12.39
150.00;in;in_0;veh8;303.10;10.00
150.00;in;in_0;veh7;444.02;8.40
150.00;in;in_0;veh6;459.11;8.00
150.00;in;in_0;veh5;744.03;8.03
150.00;in;in_0;veh4;757.63;8.00
150.00;in;in_0;veh3;771.14;8.00
151.00;in;in_0;veh9;287.32;12.05
151.00;in;in_0;veh8;313.10;10.00
151.00;in;in_0;veh7;452.34;8.32
151.00;in;in_0;veh6;467.11;8.00
151.00;in;in_0;veh5;752.05;8.02
151.00;in;in_0;veh4;765.63;8.00
151.00;in;in_0;veh3;779.14;8.00
152.00;in;in_0;veh10;3.10;9.00
152.00;in;in_0;veh9;299.04;11.71
152.00;in;in_0;veh8;323.10;10.00
152.00;in;in_0;veh7;460.59;8.26
152.00;in;in_0;veh6;475.11;8.00
152.00;in;in_0;veh5;760.07;8.02
152.00;in;in_0;veh4;773.63;8.00
152.00;in;in_0;veh3;787.14;8.00
153.00;in;in_0;veh10;12.10;9.00
153.00;in;in_0;veh9;310.46;11.43
153.00;in;in_0;veh8;333.10;10.00
153.00;in;in_0;veh7;468.80;8.20
153.00;in;in_0;veh6;483.11;8.00
153.00;in;in_0;veh5;768.08;8.01
153.00;in;in_0;veh4;781.64;8.00
153.00;in;in_0;veh3;795.14;8.00
154.00;in;in_0;veh10;21.10;9.00
154.00;in;in_0;veh9;321.65;11.19
154.00;in;in_0;veh8;343.10;10.00
154.00;in;in_0;veh7;476.96;8.16
154.00;in;in_0;veh6;491.11;8.00
154.00;in;in_0;veh5;776.09;8.01
154.00;in;in_0;veh4;789.64;8.00
154.00;in;in_0;veh3;803.14;8.00
155.00;in;in_0;veh10;30.10;9.00
155.00;in;in_0;veh9;332.65;10.99
155.00;in;in_0;veh8;353.10;10.00
155.00;in;in_0;veh7;485.09;8.13
155.00;in;in_0;veh6;499.11;8.00
155.00;in;in_0;veh5;784.10;8.01
155.00;in;in_0;veh4;797.64;8.00
155.00;in;in_0;veh3;811.14;8.00
156.00;in;in_0;veh10;39.10;9.00
156.00;in;in_0;veh9;343.47;10.83
156.00;in;in_0;veh8;363.10;10.00
156.00;in;in_0;veh7;493.20;8.10
156.00;in;in_0;veh6;507.11;8.00
156.00;in;in_0;veh5;792.11;8.01
156.00;in;in_0;veh4;805.64;8.00
156.00;in;in_0;veh3;819.14;8.00
157.00;in;in_0;veh10;48.10;9.00
157.00;in;in_0;veh9;354.16;10.69
157.00;in;in_0;veh8;373.11;10.00
157.00;in;in_0;veh7;501.28;8.08
157.00;in;in_0;veh6;515.12;8.00
